municipality,var
Oslo,0.8399366058465939
Aremark,1.503722159205345
Fredrikstad,0.9413796004012522
Halden,0.9503709242971462
Hvaler,1.0995949494530248
Marker,1.4911460185895615
Moss,0.9690176069679203
Rakkestad,1.0747791065668146
Råde,1.2054059280079727
Sarpsborg,0.9258795872168666
Skiptvet,1.0857505945254244
Våler Østfold,1.0939033348623985
Indre Østfold,1.0805359040164237
Bærum,1.15264769757841
Gjerdrum,1.7956973124678552
Hurdal,2.089027664311559
Lørenskog,0.8904661098967268
Nannestad,2.160301268601612
Nes Akershus,1.1186049667414113
Nesodden,0.8703822899058561
Rælingen,0.9268514697420689
Ullensaker,2.039238826498309
Vestby,1.0538310842160845
Ås,1.1780731243883116
Enebakk,1.2811797971928063
Aurskog-Høland,0.9729602717257073
Lillestrøm,0.9179386475346231
Nittedal,1.122856209529796
Nordre Follo,1.0791111601914676
Eidsvoll,1.1246744835810882
Asker,1.0712824243123915
Frogn,1.107477039162258
Alvdal,1.2575127738095435
Eidskog,1.02307470115304
Elverum,0.968566323717948
Engerdal,3.565666466427929
Folldal,2.135458206741041
Grue,0.8623964801398218
Hamar,0.9132049713771089
Kongsvinger,1.3356264339978807
Løten,1.0180420950971396
Nord-Odal,1.1069508958049512
Os Innlandet,2.0335964037790344
Bjørnafjorden,0.8106973031922758
Rendalen,0.9746661703474638
Ringsaker,1.3968384482057592
Stange,0.9352320427203106
Stor-Elvdal,1.6834318095571361
Sør-Odal,0.9682649915947065
Tolga,1.3909234919685118
Trysil,3.3163842517473996
Tynset,1.1451655954620348
Våler Innlandet,3.263994610819107
Åmot,1.922996244136317
Åsnes,0.9241378659496576
Dovre,0.9138497072435894
Etnedal,2.245128093944932
Gausdal,1.1190939376020244
Gjøvik,1.7963131739450997
Gran,1.5129810700228963
Jevnaker,1.0080012978239679
Lesja,2.364567176189399
Lillehammer,0.937118190123392
Lom,0.904981171300361
Lunner,1.8137641780092655
Nord-Aurdal,0.8816906871792505
Nord-Fron,0.9106333156475895
Nordre Land,1.2337077530380836
Ringebu,0.9144658456299571
Sel,0.8717912752945911
Skjåk,1.0671729774975145
Søndre Land,1.791136613759293
Sør-Aurdal,1.9083764066149347
Sør-Fron,0.8874305179828843
Vang,5.310558659066974
Vestre Slidre,0.8595830372699381
Vestre Toten,3.0134238006016316
Vågå,0.965593415844887
Østre Toten,1.4832365427675076
Øyer,0.8764050326726678
Øystre Slidre,4.34714887544017
Drammen,1.060953681781387
Flesberg,3.12231553568455
Flå,1.6099450804744895
Gol,0.9060868429899883
Hemsedal,7.327757816256351
Hol,1.912120172969806
Hole,0.8295983829024766
Kongsberg,1.2829999728923789
Krødsherad,1.082689093525491
Lier,1.2775185593781329
Modum,0.8376677138258845
Nes Buskerud,1.1931388470907571
Nore og Uvdal,3.189442630229734
Ringerike,0.8497012795195446
Rollag,2.8132921914314553
Sigdal,4.825345931433071
Øvre Eiker,1.2586601301573292
Ål,1.1489581506720927
Nesbyen,1.1931388470907571
Færder,2.1664444159788876
Holmestrand,1.4764167905152812
Horten,1.7092561668618538
Larvik,1.238354902832158
Sandefjord,0.96094307361552
Tønsberg,1.5471451166369414
Bamble,1.1642240988901085
Drangedal,1.0029235695229473
Fyresdal,2.451238448418834
Hjartdal,0.9420312228531248
Kragerø,1.2241259898318115
Kviteseid,1.0123191020449192
Nissedal,1.786215121184259
Nome,0.863456625407179
Notodden,0.86027650838398
Porsgrunn,0.8926962634677249
Seljord,1.5497968262133388
Siljan,1.1795143012675715
Skien,0.8438776864623903
Tinn,3.868562216452391
Tokke,1.268765209044643
Vinje,1.9424751422656172
Midt-Telemark,0.940977554179437
Arendal,2.1460680708969226
Birkenes,3.0422702973058184
Bygland,1.2066495102611885
Bykle,6.654848792697524
Evje og Hornnes,1.2530688668667245
Froland,1.4682276098647484
Gjerstad,1.1465987224225564
Grimstad,2.6271402523734055
Iveland,2.9608016505707404
Lillesand,2.173754655537953
Risør,2.0125882199355813
Tvedestrand,1.5562723243299244
Valle,4.593197848318181
Vegårshei,2.2708785674417045
Åmli,1.8993301226943509
Farsund,0.8571532243785193
Flekkefjord,0.8462540668668724
Hægebostad,1.508368767147204
Kristiansand,1.8625298736405071
Kvinesdal,0.8695120537474993
Lindesnes,1.0674752102798382
Lyngdal,0.8613734489656916
Sirdal,0.9624960636369547
Vennesla,1.9593759410407219
Åseral,2.201358892662459
Bjerkreim,0.839397409405955
Bokn,0.8164349563923565
Eigersund,0.810773686923217
Gjesdal,0.8620247286097911
Haugesund,0.8092932816042888
Hjelmeland,0.8313877128387196
Hå,0.8279285456251784
Karmøy,0.8126644039196681
Klepp,0.8201880965527811
Kvitsøy,0.8389024671976197
Lund,0.8674244747101995
Randaberg,0.8218352250527797
Sandnes,0.8356256772928308
Sauda,1.0229202129621493
Sokndal,0.8647863646275628
Sola,0.8270235096942136
Stavanger,0.8294754875917141
Strand,0.8315530072369378
Suldal,1.154950409028525
Time,0.8072839100998817
Tysvær,0.8116743975529945
Vindafjord,0.8386059100268265
Askøy,0.8039539502648101
Austevoll,0.8108403678975651
Austrheim,0.8035931809538368
Bergen,0.8064011750000195
Bømlo,0.8033048940127024
Eidfjord,0.9672636831024066
Etne,0.8200370424305629
Fedje,0.8030668923158684
Fitjar,0.8052762913375544
Fusa,0.8882439168240321
Jondal,0.9547988919389049
Kvam,0.9630682036746289
Kvinnherad,0.8233605417978135
Lindås,1.0099906279373638
Masfjorden,0.8520265097205135
Meland,0.8042743532687187
Modalen,1.4819071912674513
Odda,0.9891252240348523
Os Vestland,0.8106973031922758
Osterøy,0.8509226003482334
Voss,0.8985625144203977
Øygarden,0.8100774744530693
Ullensvang,0.9891252240348523
Alver,0.803673854324073
Vaksdal,1.329798530349712
Samnanger,1.156634732815046
Ulvik,0.959302811159256
Sveio,0.8087158086781131
Stord,0.8168206370932932
Tysnes,0.8211205907595643
Askvoll,0.8341099728794942
Aurland,0.8821480389681101
Bremanger,0.8047916357797507
Stad,1.098792831990952
Fjaler,1.2860771718705364
Kinn,0.8064639923936673
Førde,1.3006675137741148
Gloppen,1.7237849906676985
Gulen,0.8277210717818921
Hornindal,1.2519249619784287
Hyllestad,0.8741703086003084
Høyanger,1.5774746105406372
Jølster,1.9284220987817005
Leikanger,0.9308620527165572
Luster,0.8418613469589571
Lærdal,0.8074831998703123
Naustdal,1.1927459478552087
Sogndal,0.8115774958500009
Solund,0.8105625563793692
Stryn,1.2810948644278564
Vik,0.8159095594299607
Årdal,0.8383989904282027
Sunnfjord,1.3006675137741148
Aukra,0.8063796479205746
Aure,1.2349251513710204
Averøy,0.941962275506887
Hustadvika,0.8276466339461023
Fræna,0.8276466339461023
Giske,0.8124289484330525
Gjemnes,1.549456314862358
Halsa,1.2442097736436672
Haram,0.805795831686628
Hareid,0.8465935013124835
Herøy Møre og Romsdal,0.8075161935650507
Kristiansund,1.0206838065323127
Midsund,0.80928217925774
Molde,0.8294536023823864
Nesset,1.6635390010643618
Norddal,0.8679127426630834
Rauma,1.1358926627225905
Rindal,1.810382234921165
Sande,0.8248463302282287
Skodje,0.8305104111278679
Smøla,0.82647681138377
Stordal,0.8620413241671528
Stranda,0.8159352228283071
Sula,0.8408349956983159
Sunndal,1.575402503435858
Surnadal,1.5508103850444688
Sykkylven,0.9788401665236054
Tingvoll,1.4761041423896204
Ulstein,0.8397019491313044
Vanylven,0.9825783647957027
Vestnes,0.8595383593377927
Volda,1.0149145577049463
Ørskog,0.8443028922374832
Fjord,0.8679127426630834
Ørsta,1.9177730114535896
Ålesund,0.8142462101764326
Flatanger,0.8468745616242046
Frosta,1.336211409493872
Frøya,0.8375717253812779
Grong,1.8189467882541492
Heim,1.385784253664693
Hitra,1.0502436269445186
Holtålen,1.806390763749365
Høylandet,1.6768752390490544
Inderøy,1.354595676212981
Indre Fosen,1.2219699693090282
Klæbu,1.548109120669615
Leka,1.6223529133238674
Levanger,1.123207814705513
Lierne,2.2245178658620226
Malvik,1.1078067668763245
Orkland,2.1190373040967185
Meråker,1.0533459423530165
Midtre Gauldal,1.5198704356001291
Namsos,1.4651177093018928
Namsskogan,1.816573991686521
Oppdal,1.9799717149139369
Selbu,0.9491784619819051
Trondheim,1.3289736224634165
Tydal,2.3706587786666136
Verdal,0.9986601168116378
Ørland,1.1200015177475566
Stjørdal,1.1548223320519266
Osen,0.8866512589572288
Skaun,1.3617110594042228
Melhus,1.3935656613625607
Nærøysund,1.9012827535191203
Steinkjer,1.3099554845584163
Åfjord,1.0292138546476282
Rennebu,2.3533096370900974
Overhalla,1.5182096705180588
Røros,3.7690336654024645
Røyrvik,4.355199398167847
Snåsa,1.2127115886071091
Alstahaug,1.2427402788547204
Andøy,3.0924786088124248
Ballangen,1.5558566328359509
Beiarn,2.47447898581505
Bindal,1.4554164862846297
Bodø,1.0719303067495807
Brønnøy,1.3929350818516693
Bø Vesterålen,1.7357932049659575
Dønna,1.0225853495868498
Evenes,2.035281219439507
Fauske,1.2357588288552375
Flakstad,1.3838943690541425
Gildeskål,1.3251475901455327
Grane,1.4667745251329396
Hadsel,1.8827176375847094
Hamarøy,1.2932340682969525
Hattfjelldal,2.2633077267885935
Hemnes,1.4252368021650885
Herøy Nordland,1.0450096513368408
Leirfjord,1.8869659107668633
Lurøy,1.1945174100023395
Lødingen,1.3236780019839873
Meløy,1.6190904687660714
Moskenes,2.34373480313877
Narvik,1.081600108678557
Nesna,1.8369112156709373
Rana,1.6826345346606781
Rødøy,1.1949907714630896
Saltdal,1.5098382622714313
Sortland,1.7070142669996535
Steigen,1.5049456742461964
Sømna,1.5718365225349022
Sørfold,1.4532020144729203
Tjeldsund,1.1706887340963368
Tysfjord,1.4538951580026103
Vefsn,1.8229297407327287
Vega,1.0255528178660493
Vestvågøy,1.522240494178461
Vevelstad,1.5380376967134608
Værøy,1.2577568902869
Vågan,1.1186002281108358
Øksnes,2.848933649337023
Balsfjord,1.4927542559423819
Bardu,2.222524932044861
Dyrøy,5.177892043287517
Kåfjord,2.246653913553647
Gratangen,2.4585721878008036
Harstad,2.093414865860867
Ibestad,2.066603745946554
Karlsøy,2.1912115677920063
Kvæfjord,1.7092761271282995
Kvænangen,0.8658292929664174
Lavangen,1.8788527697987614
Lenvik,3.364090650475739
Lyngen,3.315965347484442
Målselv,2.8414461818352375
Nordreisa,2.657627324333331
Salangen,2.720534262770148
Skjervøy,4.127838654466353
Storfjord,1.572390016563776
Sørreisa,2.650006421668934
Senja,3.364090650475739
Tranøy,2.407656442042978
Tromsø,1.935499168924958
Alta,1.5333322064953239
Berlevåg,4.883805065234717
Båtsfjord,5.099996232419626
Deatnu,1.7072424553038037
Gamvik,4.546423967942071
Kautokeino,2.376698069590195
Hammerfest,4.0416061567730885
Hasvik,3.451206180220169
Karasjok,1.6794953920283446
Kvalsund,0.8057186366185602
Lebesby,7.522672255306666
Loppa,2.2017538776819334
Måsøy,3.1858579916252165
Nordkapp,4.502094661566882
Porsanger,1.0709378556481728
Sør-Varanger,2.9996420151975474
Nesseby,1.943348857964397
Vadsø,3.6747014560182443
