municipality,var
Klepp,"[(58.78025104354792, 5.632253334975651)]"
Kvitsøy,"[(59.06243861278807, 5.4144077939056805)]"
Lund,"[(58.45572478415596, 6.5465167912208635)]"
Randaberg,"[(58.98780773157424, 5.627988025057398)]"
Sandnes,"[(58.85099439869392, 5.7350623498448945)]"
Sauda,"[(59.65261302801339, 6.352053495761215)]"
Sokndal,"[(58.34865844314814, 6.297556011660985)]"
Sola,"[(58.89033521418624, 5.654611794230136)]"
Stavanger,"[(58.96745748759308, 5.721056845062689)]"
Strand,"[(59.026108961062555, 6.038094145812303)]"
Suldal,"[(59.49082946908538, 6.500298100845646)]"
Time,"[(58.737191360995865, 5.661317501551001)]"
Tysvær,"[(59.41805793772676, 5.455068321825533)]"
Vindafjord,"[(59.60650838672217, 5.811427132792661)]"
Askøy,"[(60.40453869331581, 5.219700475638599)]"
Austevoll,"[(60.076728396696566, 5.191141072341344)]"
Austrheim,"[(60.76250266382055, 4.9248094727412335)]"
Bergen,"[(60.394751020841554, 5.332351649181404)]"
Bømlo,"[(59.794496100715136, 5.167238736302746)]"
Eidfjord,"[(60.4650861151168, 7.067727491029594)]"
Etne,"[(59.66953582145894, 5.93694775132715)]"
Fedje,"[(60.773782775548966, 4.717585903690274)]"
Fitjar,"[(59.9138533776603, 5.311750300414692)]"
Fusa,"[(60.234408126259616, 5.74372088514481)]"
Jondal,"[(60.27863936308578, 6.258799026135074)]"
Kvam,"[(60.37027669199152, 6.142864589624718)]"
Kvinnherad,"[(59.98201702834814, 6.01324122726568)]"
Lindås,"[(59.806386047113904, 10.47922748581868)]"
Masfjorden,"[(60.83367653147435, 5.272999166082544)]"
Meland,"[(60.51469575043726, 5.24124390347687)]"
Modalen,"[(60.81788961254791, 5.814845165159488)]"
Odda,"[(60.071822376137355, 6.54890440433429)]"
Os Vestland,"[(60.187480039131756, 5.46657018069804)]"
Osterøy,"[(60.52544177733392, 5.513273248857168)]"
Voss,"[(60.65132565734459, 6.433232018945714)]"
Øygarden,"[(60.36115646432838, 5.123235402491361)]"
Ullensvang,"[(60.071822376137355, 6.54890440433429)]"
Alver,"[(60.545208934255264, 5.287070258246734)]"
Vaksdal,"[(60.592560478906876, 5.824315815849761)]"
Samnanger,"[(60.37484904911263, 5.813102403029598)]"
Ulvik,"[(60.56415536290711, 6.9149834253619495)]"
Sveio,"[(59.54700790718583, 5.364844370431809)]"
Stord,"[(59.78254962498566, 5.493690095628637)]"
Tysnes,"[(60.00908297933622, 5.500380274290751)]"
Askvoll,"[(61.344066118108714, 5.075817546946358)]"
Aurland,"[(60.90485211899998, 7.180353453700203)]"
Bremanger,"[(61.84190478313047, 4.9519916478256745)]"
Stad,"[(61.90515126085197, 5.9860769454596205)]"
Fjaler,"[(61.34908611762652, 5.394559959144209)]"
Kinn,"[(61.935180306531834, 5.113209573536113)]"
Førde,"[(61.453332172341796, 5.853496444702768)]"
Gloppen,"[(61.73686505433186, 5.902268957606443)]"
Gulen,"[(60.98355276357458, 5.096400269429745)]"
Hornindal,"[(61.975571312057774, 6.522018368497988)]"
Hyllestad,"[(61.1703690998796, 5.299613870077517)]"
Høyanger,"[(61.21498187416437, 6.073232018822738)]"
Jølster,"[(61.57674435307791, 6.499273954485814)]"
Leikanger,"[(62.23567233655262, 5.789854061287112)]"
Luster,"[(61.39900952176688, 7.3010187481138535)]"
