municipality,var
Inderøy,[23.79]
Indre Fosen,[13.91]
Klæbu,[133.82]
Leka,[35.19]
Levanger,[37.17]
Lierne,[424.2]
Malvik,[8.65]
Orkland,[1.23]
Meråker,[127.72]
Midtre Gauldal,[94.93]
Namsos,[45.89]
Namsskogan,[142.14]
Oppdal,[541.12]
Selbu,[199.74]
Trondheim,[10.85]
Tydal,[397.63]
Verdal,[5.25]
Ørland,[42.05]
Stjørdal,[7.18]
Osen,[134.97]
Skaun,[2.82]
Melhus,[59.14]
Nærøysund,[52.18]
Steinkjer,[4.6]
Åfjord,[20.8]
Rennebu,[403.94]
Overhalla,[21.41]
Røros,[631.25]
Røyrvik,[418.0]
Snåsa,[66.56]
Alstahaug,[-49.7]
Andøy,[2.99]
Ballangen,[33.43]
Beiarn,[12.93]
Bindal,[8.79]
Bodø,[16.35]
Brønnøy,[9.06]
Bø Vesterålen,[11.16]
Dønna,[15.91]
Evenes,[126.73]
Fauske,[22.53]
Flakstad,[-3.0]
Gildeskål,[13.88]
Grane,[78.08]
Hadsel,[-2.2]
Hamarøy,[63.66]
Hattfjelldal,[221.05]
Hemnes,[24.32]
Herøy Nordland,[9.38]
Leirfjord,[44.68]
Lurøy,[3.7]
Lødingen,[10.74]
Meløy,[56.26]
Moskenes,[-10.4]
Narvik,[37.87]
Nesna,[13.04]
Rana,[19.84]
Rødøy,[2.87]
Saltdal,[4.22]
Sortland,[21.3]
Steigen,[14.71]
Sømna,[14.13]
Sørfold,[13.88]
Tjeldsund,[18.64]
Tysfjord,[50.47]
Vefsn,[4.97]
Vega,[15.56]
Vestvågøy,[21.43]
Vevelstad,[29.96]
Værøy,[4.17]
Vågan,[15.26]
Øksnes,[8.44]
Balsfjord,[7.79]
Bardu,[98.98]
Dyrøy,[166.72]
Kåfjord,[16.48]
Gratangen,[44.46]
Harstad,[-30.0]
Ibestad,[32.74]
Karlsøy,[15.65]
Kvæfjord,[143.28]
Kvænangen,[14.71]
Lavangen,[37.93]
Lenvik,[63.75]
Lyngen,[-5.8]
Målselv,[14.07]
Nordreisa,[5.18]
Salangen,[4.0]
Skjervøy,[62.82]
Storfjord,[10.67]
Sørreisa,[2.57]
Senja,[63.75]
Tranøy,[15.08]
Tromsø,[36.65]
Alta,[68.77]
Berlevåg,[9.31]
Båtsfjord,[65.35]
Deatnu,[6.29]
Gamvik,[-14.4]
Kautokeino,[316.69]
Hammerfest,[78.18]
Hasvik,[27.2]
Karasjok,[156.97]
Kvalsund,[12.49]
Lebesby,[136.77]
Loppa,[11.36]
Måsøy,[14.24]
Nordkapp,[70.35]
Porsanger,[21.38]
Sør-Varanger,[44.27]
Nesseby,[12.68]
Vadsø,[27.01]
